날짜,품번,품목군,품목,코업,포승,포승이고,청호,한라,진성,청호이고,해드림,그린써브케이탑,본사,직송,재고합계,당월출고수량,직전출고수량,일일소비량,7일활동소비량,7일실질소비량,안전재고,상태,최소재고,최대재고,긴급발생횟수,긴급발생비율,재고_커버리지,소비_급증률,유형_분류,위험점수,위험등급
2026. 3. 20,21332,a. 이스트,리벤도 비디100 500g,20.00,,,,,,,,,1.40,,21.40,5.00,5,0.00,0.00,0.00,0.50,정상,20.00,26.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,21311,a. 이스트,엔젤 인스턴트이스트-고당 500g,246.95,700.00,,,,,,,,,,946.95,179.85,179.15,0.70,5.02,4.30,77.43,정상,82.35,275.15,1,2.63%,57.43,116.67%,여유재고,36.40,여유
2026. 3. 20,21312,a. 이스트,엔젤 인스턴트이스트-저당 500g,236.00,"1,500.00",100.00,,,,,,,,,"1,736.00",598.05,569.2,28.85,26.65,22.84,302.38,주의,91.05,326.80,3,7.89%,10.33,116.67%,여유재고,41.42,여유
2026. 3. 20,21313,a. 이스트,엔젤 인스턴트이스트-저당 10kg,118.00,"1,600.00",,,,,,,,,,"1,718.00",155.00,55,100.00,25.00,21.43,208.50,주의,90.00,290.00,1,2.63%,5.51,116.67%,여유재고,44.61,여유
2026. 3. 20,21316,a. 이스트,엔젤 인스턴트이스트-저당 5kg,0.00,600.00,,,,,,,,,,600.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,28,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,21322,a. 이스트,엔젤 와인이스트 500g,0.00,5.00,,,,,,,,2.25,,7.25,2.00,2,0.00,0.00,0.00,1.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,21318,b. 엑기스,엔젤 이스트엑기스분말,103.00,450.00,,,,,,,,,,553.00,"4,120.00",4120,0.00,0.00,0.00,560.00,긴급,46.00,105.00,21,55.26%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,10605,b. 엑기스(제조),불활성건조효모,24.00,289.00,,,,,,,,,,313.30,53.00,53,0.00,0.00,0.00,35.18,주의,22.00,47.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,21228,b. 엑기스,스프링거 우마미 AA,14.00,,,,,,,,,,,14.00,14.00,14,0.00,0.00,0.00,0.00,정상,14.00,28.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,21020,c. 베이커리믹스,강력분 밀가루 20kg,653.00,,,990.00,,,,,,,,"1,643.00",381.00,376,5.00,21.33,18.29,313.00,정상,104.00,912.00,2,5.26%,35.71,116.67%,여유재고,37.45,여유
2026. 3. 20,21021,c. 베이커리믹스,박력분 밀가루 20kg,284.00,,,198.00,,,,,,,,482.00,148.00,148,0.00,12.50,10.71,104.50,정상,82.00,387.00,1,2.63%,26.51,116.67%,여유재고,37.41,여유
2026. 3. 20,21023,c. 베이커리믹스,트레일블레이저 밀가루 22.68kg,138.00,,,440.00,,,,,,,,578.00,260.00,190,70.00,11.67,10.00,135.00,정상,98.00,428.00,1,2.63%,13.80,116.67%,여유재고,39.15,여유
2026. 3. 20,21601,c. 베이커리믹스,베이킹파우더 300g,536.88,,,,,,,,11.00,,,547.88,313.52,299.52,14.00,15.69,13.45,193.44,정상,275.86,536.88,1,2.63%,39.91,116.67%,여유재고,36.78,여유
2026. 3. 20,21600,c. 베이커리믹스,베이킹파우더 20kg,499.00,,,,,,,,,,,499.00,623.00,575,48.00,39.00,33.43,301.50,정상,254.00,582.00,1,2.63%,14.93,116.67%,여유재고,38.88,여유
2026. 3. 20,21604,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 300g,862.38,,,,,,,,0.90,,,863.28,729.86,701.86,28.00,30.17,25.86,395.01,정상,358.38,967.38,1,2.63%,33.35,116.67%,여유재고,37.03,여유
2026. 3. 20,21603,c. 베이커리믹스,베이킹파우더 포뮬러 (2) 20kg,222.00,,,,,,,,,,,222.00,217.00,189,28.00,12.67,10.86,131.00,정상,119.00,425.00,1,2.63%,20.45,116.67%,여유재고,37.97,여유
2026. 3. 20,21609,c. 베이커리믹스,베이킹파우더 플러스 20kg,222.00,,,,,,,,,,,222.00,201.00,201,0.00,16.67,14.29,150.50,정상,124.00,373.00,1,2.63%,15.54,116.67%,여유재고,38.74,여유
2026. 3. 20,21606,c. 베이커리믹스,베이킹파우더 A-300 20kg,0.00,,,,,,,,,,,0.00,55.00,55,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,21635,c. 베이커리믹스,S-2000 500g,115.91,,,,,,,,,,,115.91,57.00,57,0.00,1.50,1.29,69.00,정상,36.91,115.91,1,2.63%,90.15,116.67%,여유재고,36.08,여유
2026. 3. 20,21636,c. 베이커리믹스,S-2000 10kg,73.00,,,,,,,,,,,73.00,149.00,149,0.00,0.00,0.00,18.50,정상,23.00,182.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,21634,c. 베이커리믹스,S-2000 (GOLD) 500g,83.76,,,,,,,,,,,83.76,146.00,135,11.00,9.33,8.00,73.50,정상,42.76,128.76,1,2.63%,10.47,116.67%,여유재고,40.30,여유
2026. 3. 20,21633,c. 베이커리믹스,S-2000 (GOLD) 10kg,200.00,,,,,,,,,,,200.00,43.00,43,0.00,5.00,4.29,83.00,정상,93.00,200.00,1,2.63%,46.67,116.67%,여유재고,36.60,여유
2026. 3. 20,21655,c. 베이커리믹스,이스트후드 20kg,81.00,,,,,,,,,,,81.00,0.00,0,0.00,0.00,0.00,27.00,정상,31.00,82.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,21685,c. 베이커리믹스,크라프트 플러스 (2) 3kg,400.60,,,,,,,,,,,400.60,53.20,53.2,0.00,5.03,4.31,45.00,정상,88.80,430.80,1,2.63%,92.85,116.67%,여유재고,36.06,여유
2026. 3. 20,24026,c. 베이커리믹스,슐로스브로트 25kg,0.00,,,,,,,,,,,0.00,185.00,185,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,21133,d. 유제품,"골드라벨 휘핑크림 오리지날 1,030g*12ea",87.75,,,,,,,,,,,87.75,578.00,525,53.00,32.17,27.57,325.00,긴급,58.92,140.92,32,84.21%,3.18,116.67%,여유재고,67.55,주의
2026. 3. 20,21134,d. 유제품,"골드라벨 휘핑크림 무향 1,030g*12ea",33.00,,,,,,,,,,,33.00,68.00,62,6.00,3.83,3.29,39.00,주의,18.00,53.00,1,2.63%,10.04,116.67%,여유재고,40.50,여유
2026. 3. 20,21121,d. 유제품,골드라벨 휘핑크림 밀크향 (NEW),11.00,,,,,,,,,,,11.00,5.00,4,1.00,0.17,0.14,10.50,정상,10.00,37.00,1,2.63%,77.00,116.67%,여유재고,36.18,여유
2026. 3. 20,21127,d. 유제품,RPC 프로패셔널 휘핑크림,0.00,,,,,,,,,,,0.00,9.00,9,0.00,0.00,0.00,2.50,긴급,2.00,12.00,31,81.58%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,21132,d. 유제품,RPC 데어리블랜드 쿠킹크림,15.00,,,,,,,,,,,15.00,57.00,57,0.00,0.00,0.00,54.50,긴급,11.00,33.00,23,60.53%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,21135,d. 유제품,제니코식품/리치 쿠킹 크림 1L*12ea,1.00,,,,,,,,,,,1.00,1.00,1,0.00,0.00,0.00,0.50,정상,1.00,1.00,16,42.11%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,21122,d. 유제품,푸어앤휩 (레드) 휘핑크림,11.00,,,,,,,,,,,11.00,29.00,26,3.00,1.67,1.43,30.50,주의,2.00,23.00,6,15.79%,7.70,116.67%,여유재고,44.65,여유
2026. 3. 20,21120,d. 유제품,온탑 휘핑크림,59.00,,,,,,,,,,,59.00,172.00,172,0.00,2.00,1.71,42.50,정상,5.00,140.00,7,18.42%,34.42,116.67%,여유재고,40.14,여유
2026. 3. 20,21110,d. 유제품,베르사띠 휘핑크림 1L,11.00,,,,,,,,,,,11.00,5.00,5,0.00,0.00,0.00,5.00,정상,6.00,16.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,21117,d. 유제품,AERO TOP 휘핑크림,5.00,,,,,,,,,,,5.00,18.00,13,5.00,0.83,0.71,18.50,긴급,2.00,27.00,12,31.58%,7.00,116.67%,점검필요,48.46,여유
2026. 3. 20,21126,d. 유제품,달럽 프라이드 휘핑크림,13.00,,,,,,,,,,,13.00,0.00,0,0.00,0.00,0.00,15.50,주의,9.00,29.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,23045,d. 유제품,비앙카 골드 크림치즈 1.36kg,599.40,,,,,,,,,,,599.40,767.20,697.3,69.90,35.67,30.57,460.55,정상,279.40,945.40,1,2.63%,19.61,116.67%,여유재고,38.08,여유
2026. 3. 20,23016,d. 유제품,비앙카 골드 크림치즈 벌크 13.6kg,579.00,,,,,,,,,,,579.00,"1,245.00",1218,27.00,64.17,55.00,919.50,주의,345.00,"1,902.00",1,2.63%,10.53,116.67%,여유재고,40.28,여유
2026. 3. 20,23126,d. 유제품,헤리티지 크림치즈 1.36kg,301.70,,,,,,,,3.50,,,305.20,200.20,200.2,0.00,14.00,12.00,150.45,정상,94.00,477.90,1,2.63%,25.14,116.67%,여유재고,37.52,여유
2026. 3. 20,23015,d. 유제품,헤리티지 벌크 크림치즈 13.6kg,211.00,,,210.00,,,,,,,,421.00,382.00,359,23.00,23.17,19.86,157.50,정상,165.00,386.00,1,2.63%,10.63,116.67%,여유재고,40.23,여유
2026. 3. 20,24093,d. 유제품,아메리칸 헤리티지 싱글 치즈,0.00,,,,,,,,,,,0.00,197.00,197,0.00,0.00,0.00,0.00,긴급,0.00,0.00,21,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,22992,d. 유제품,워남불 크림치즈 2kg (썬골드),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,32.42,긴급,9.83,66.00,35,92.11%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,22991,d. 유제품,워남불 크림치즈 10kg,"1,477.00",,,,"1,572.00",,,,,,,"3,049.00","2,095.00",1957,138.00,98.33,84.29,911.00,정상,286.00,"1,860.00",2,5.26%,17.52,116.67%,여유재고,38.91,여유
2026. 3. 20,23012,d. 유제품,폴리 크림치즈 1.36kg,649.70,,,628.00,,95.00,,,,,,"1,372.70",744.90,720.9,24.00,30.65,26.27,419.55,정상,338.40,"1,129.90",1,2.63%,24.73,116.67%,여유재고,37.55,여유
2026. 3. 20,23014,d. 유제품,폴리 크림치즈 벌크 13.6kg,462.00,,,,,,,,,,,462.00,350.00,348,2.00,17.00,14.57,240.50,정상,7.00,850.00,7,18.42%,31.71,116.67%,여유재고,40.26,여유
2026. 3. 20,24003,d. 유제품,폴리 컵포션치즈 28g,394.07,,,432.00,,,,,10.00,,,836.07,232.60,231.6,1.00,5.67,4.86,160.00,정상,30.47,408.87,3,7.89%,81.13,116.67%,여유재고,37.20,여유
2026. 3. 20,23954,d. 유제품,라스카스 크림치즈 1.36kg,396.40,,,756.00,,,,,,,,"1,152.40",708.20,690.2,18.00,36.33,31.14,555.40,주의,264.70,923.70,1,2.63%,12.73,116.67%,여유재고,39.45,여유
2026. 3. 20,24081,d. 유제품,뉴샤텔 크림치즈 벌크 13.6kg,630.00,,,"1,035.00",,,,,,,,"1,665.00",616.00,616,0.00,25.00,21.43,381.50,정상,126.00,780.00,2,5.26%,29.40,116.67%,여유재고,37.75,여유
2026. 3. 20,23996,d. 유제품,제니코 까망베르 크림치즈 1kg,37.30,,,,,,,,,,,37.30,27.90,24.6,3.30,1.30,1.11,20.85,정상,31.60,75.50,1,2.63%,33.47,116.67%,여유재고,37.02,여유
2026. 3. 20,24083,d. 유제품,슈라이버 슬라이스 치즈 120P,775.50,,,"2,690.00",,500.00,,,4.00,,,"3,969.50",971.25,971.25,0.00,24.58,21.07,957.63,주의,364.25,"1,196.50",1,2.63%,36.80,116.67%,여유재고,36.88,여유
2026. 3. 20,24082,d. 유제품,슈라이버 슬라이스 치즈 184P,601.75,,,270.00,,,,,25.00,,,896.75,751.50,722.5,29.00,61.25,52.50,867.63,주의,245.75,985.00,4,10.53%,11.46,116.67%,여유재고,41.47,여유
2026. 3. 20,24084,d. 유제품,슈라이버 스위스 슬라이스 치즈 120P,450.25,,,200.00,,500.00,,,23.00,,,"1,173.25",367.25,364.25,3.00,26.21,22.46,277.38,정상,127.50,537.25,1,2.63%,20.04,116.67%,여유재고,38.02,여유
2026. 3. 20,24091,d. 유제품,슈라이버 컵포션 21g,260.05,,,144.00,,144.00,,,49.00,,,597.05,139.00,139,0.00,3.07,2.63,78.40,정상,131.00,329.20,1,2.63%,98.93,116.67%,여유재고,36.03,여유
2026. 3. 20,23939,d. 유제품,마스카포네 (엘다) 500g,74.33,,,,,,,,,,,74.33,79.67,75.67,4.00,3.78,3.24,66.33,정상,4.00,74.33,17,44.74%,22.95,116.67%,여유재고,46.13,여유
2026. 3. 20,23017,d. 유제품,체다 다이스치즈 2.27kg,327.00,239.00,,,,,,,,,,565.50,123.75,112.5,11.25,6.21,5.32,73.75,정상,19.00,401.25,3,7.89%,61.45,116.67%,여유재고,37.39,여유
2026. 3. 20,23019,d. 유제품,고다 다이스치즈 2.27kg,72.25,,,,,,,,,,,72.25,19.75,19.75,0.00,0.88,0.75,20.38,정상,25.25,94.25,1,2.63%,96.33,116.67%,여유재고,36.05,여유
2026. 3. 20,23020,d. 유제품,몬테레이잭 다이스치즈 2.27kg,44.25,138.00,70.00,,,,,,,,,182.25,29.25,25.25,4.00,1.58,1.36,12.38,정상,44.25,113.25,1,2.63%,32.61,116.67%,여유재고,37.06,여유
2026. 3. 20,26002,d. 유제품,크로아상 버터 플레이트 2kg,359.60,,,200.00,,,,,,,,559.60,131.00,131,0.00,9.33,8.00,89.50,정상,33.80,430.60,1,2.63%,44.95,116.67%,여유재고,36.64,여유
2026. 3. 20,25015,d. 유제품,시앤오 데어리브랜드 (버터 79%),603.00,973.00,,,,,,,,,,"1,576.00",98.00,97,1.00,3.67,3.14,27.50,정상,13.00,613.00,1,2.63%,191.86,116.67%,여유재고,35.79,여유
2026. 3. 20,25025,d. 유제품,UDA버터 (미국산) 25kg,659.00,,,"1,600.00",,,,,,,,"2,259.00",527.00,524,3.00,26.50,22.71,398.50,정상,12.00,659.00,3,7.89%,29.01,116.67%,여유재고,38.30,여유
2026. 3. 20,26016,d. 유제품,락틱 컴파운드 버터 12.5kg,215.00,"1,436.00",,,,,,,,,,"1,651.00",245.00,242,3.00,6.33,5.43,69.00,정상,16.00,315.00,2,5.26%,39.61,116.67%,여유재고,37.32,여유
2026. 3. 20,25026,d. 유제품,HDM 락틱 버터25KG,255.00,,,750.00,,,,,,,,"1,005.00",6.00,6,0.00,0.00,0.00,33.50,정상,71.00,255.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,25018,d. 유제품,UELZENA 마르켄 버터 10kg,928.00,800.00,,,,,,,,,,"1,728.00","2,491.00",2349,142.00,131.83,113.00,1031.50,주의,119.00,"1,338.00",6,15.79%,8.21,116.67%,여유재고,44.25,여유
2026. 3. 20,26006,d. 유제품,UELZENA 마르켄 스틱버터 2.5kg,0.00,"3,290.00",,,,,,,,,,"3,290.00",0.00,0,0.00,0.00,0.00,400.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,26010,d. 유제품,UELZENA 마르켄 포션버터 10g*200ea,373.00,,,,,,,,5.00,,,378.00,122.15,72.15,50.00,9.50,8.14,65.08,정상,87.00,447.00,1,2.63%,45.81,116.67%,여유재고,36.62,여유
2026. 3. 20,24986,d. 유제품,발렌타인 포션버터 7g,2.00,,,,,,,,,,,2.00,4.00,4,0.00,0.33,0.29,3.00,주의,2.00,2.00,29,76.32%,7.00,116.67%,점검필요,57.41,주의
2026. 3. 20,24987,d. 유제품,발렌타인 포션버터 10g,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,24094,d. 유제품,SD 컴퍼니 모짜렐라 치즈 2.5kg*4ea,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,23144,d. 유제품,제니코 에멘탈 프라임 골드 1KG,37.75,,,,,,,,,,,37.75,72.13,72.13,0.00,0.67,0.57,8.50,정상,2.63,125.88,2,5.26%,65.98,116.67%,여유재고,36.81,여유
2026. 3. 20,23124,d. 유제품,팬시 파마산 슈레드치즈 907g,75.92,,,728.00,,,,,,,,803.92,148.50,138.5,10.00,7.17,6.14,127.67,주의,22.58,197.50,3,7.89%,12.36,116.67%,여유재고,40.62,여유
2026. 3. 20,23141,d. 유제품,콜비잭 슈레드 치즈,0.00,,,,,,,,,,,0.00,3.00,3,0.00,0.00,0.00,0.50,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,24096,d. 유제품,콜비잭치즈 슬라이스(21g),0.00,,,,,,,,,,,0.00,769.50,769.5,0.00,41.67,35.71,50.00,긴급,2.00,320.00,25,65.79%,0.00,116.67%,즉시보충,0.00,여유
2026. 3. 20,23103,d. 유제품,제니코 피자치즈 N50 2.5kg,201.00,,,,,,,,,,,201.00,131.00,129,2.00,7.67,6.57,99.00,정상,50.00,247.00,1,2.63%,30.59,116.67%,여유재고,37.16,여유
2026. 3. 20,23104,d. 유제품,제니코 피자토핑프라임 2.5kg,41.00,,,,,,,,,,,41.00,42.00,42,0.00,3.67,3.14,15.00,정상,16.00,87.75,1,2.63%,13.05,116.67%,여유재고,39.36,여유
2026. 3. 20,23112,d. 유제품,제니코 모짜체다 슈레드 치즈 2.5kg,78.00,,,,,,,,,,,78.00,50.00,50,0.00,3.33,2.86,40.00,정상,28.00,128.00,1,2.63%,27.30,116.67%,여유재고,37.36,여유
2026. 3. 20,23145,d. 유제품,옐로우 슈레드 치즈 2.5kg (냉장),30.00,,,,,,,,,,,30.00,100.00,100,0.00,8.33,7.14,75.00,주의,30.00,150.00,9,23.68%,4.20,116.67%,여유재고,51.64,주의
2026. 3. 20,23118,d. 유제품,제니코 모짜 슬라이스(냉동) 18g 1kg*3ea,62.67,,,,,,,,,,,62.67,515.00,509,6.00,46.33,39.71,206.17,긴급,0.67,373.00,16,42.11%,1.58,116.67%,즉시보충,75.11,주의
2026. 3. 20,23100,d. 유제품,제니코 모짜프라임 골드 2.5kg,614.50,,,,,,,,,,,614.50,"1,795.75",1667.75,128.00,76.21,65.32,1303.38,주의,235.00,"1,727.75",7,18.42%,9.41,116.67%,여유재고,44.00,여유
2026. 3. 20,23101,d. 유제품,제니코 모짜프라임 500 2.5kg,284.50,,,,,,,,,,,284.50,186.00,166,20.00,10.17,8.71,105.00,정상,104.00,339.00,1,2.63%,32.65,116.67%,여유재고,37.06,여유
2026. 3. 20,23120,d. 유제품,프리미엄 모짜렐라 (냉장) 2.5kg,82.00,,,,,,,,,,,82.00,297.00,297,0.00,7.00,6.00,122.50,주의,6.00,221.00,6,15.79%,13.67,116.67%,여유재고,41.82,여유
2026. 3. 20,23134,d. 유제품,제니코 피자치즈 냉장 (독일산) 2.5kg,94.00,,,,,,,,,,,94.00,301.25,200.75,100.50,16.75,14.36,100.38,주의,89.50,194.50,10,26.32%,6.55,116.67%,여유재고,47.90,여유
2026. 3. 20,23129,d. 유제품,모짜렐라치즈 오리지날 2.5kg,116.00,,,,,,,,,,,116.00,120.00,110,10.00,5.83,5.00,84.50,정상,5.00,161.00,5,13.16%,23.20,116.67%,여유재고,39.79,여유
2026. 3. 20,23140,d. 유제품,사푸토 모짜 2.77kg*8ea,16.75,54.00,54.00,,,,,,,,,70.75,86.00,36,50.00,8.83,7.57,30.50,주의,12.75,81.75,3,7.89%,2.21,116.67%,여유재고,59.18,주의
2026. 3. 20,23143,d. 유제품,칼라 체다 프라임 골드 2.5kg,25.50,,,,,,,,,,,25.50,229.00,117,112.00,31.96,27.39,134.88,긴급,6.50,279.75,9,23.68%,0.93,116.67%,즉시보충,93.45,주의
2026. 3. 20,23131,d. 유제품,제니코 모짜렐라 점보치즈스틱 2kg,80.00,,,,,,,,,,,80.00,0.00,0,0.00,0.00,0.00,32.50,정상,32.00,100.00,3,7.89%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,23123,d. 유제품,아리바 슈프림 모짜렐라 1kg,93.00,,,,,,,,,,,93.00,25.00,25,0.00,0.00,0.00,25.00,정상,18.00,118.00,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 20,23132,d. 유제품,아리바 베이커리롤치즈 1kg,0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,51.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,23142,d. 유제품,비앙카 체다 슬라이스 2kg,0.00,,,,,,,,,,,0.00,250.00,250,0.00,20.83,17.86,125.00,긴급,124.50,125.00,21,55.26%,0.00,116.67%,즉시보충,0.00,여유
2026. 3. 20,23968,d. 유제품,체다 슬라이스 100P 1.8kg,252.50,,,,,,,,,,,252.50,187.00,170,17.00,14.33,12.29,123.25,정상,96.25,280.00,1,2.63%,20.55,116.67%,여유재고,37.96,여유
2026. 3. 20,23962,d. 유제품,베이커리 슬라이스 치즈 1.8kg,105.00,,,,,,,,,,,105.00,149.00,144,5.00,10.50,9.00,94.38,정상,0.50,142.75,10,26.32%,11.67,116.67%,여유재고,44.55,여유
2026. 3. 20,24090,d. 유제품,엠보그 버거 슬라이스 (화이트) 84P,0.00,,,,,,,,,,,0.00,2.00,2,0.00,0.00,0.00,4.00,긴급,2.00,2.00,37,97.37%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,20551,e. 가공식품,제니코 켄터키후랑크 1kg,37.20,,,,,,,,,,,37.20,353.00,323,30.00,21.67,18.57,202.50,긴급,10.20,155.20,18,47.37%,2.00,116.67%,여유재고,69.44,주의
2026. 3. 20,22175,e. 가공식품,오징어먹물 색소 500g,408.33,,,,,,,,,,,408.33,114.50,111.5,3.00,6.00,5.14,68.92,정상,384.00,645.83,1,2.63%,79.40,116.67%,여유재고,36.16,여유
2026. 3. 20,20905,e. 가공식품,마리네이티드 세그먼트 토마토 (1/4컷) 1kg,145.00,,,,,,,,,,,145.00,160.00,158,2.00,8.17,7.00,90.75,정상,1.00,218.00,7,18.42%,20.71,116.67%,여유재고,41.10,여유
2026. 3. 20,20906,e. 가공식품,마리네이티드 체리 토마토 (하프컷) 1kg,168.70,,,,,,,2.00,,,,170.70,61.00,50,11.00,5.33,4.57,66.45,정상,8.70,207.70,6,15.79%,36.90,116.67%,여유재고,39.51,여유
2026. 3. 20,20907,e. 가공식품,냉동 블루베리 1kg,105.70,,,,,,,,,,,105.70,108.10,102.1,6.00,4.67,4.00,69.50,정상,34.80,224.80,1,2.63%,26.43,116.67%,여유재고,37.42,여유
2026. 3. 20,21515,e. 가공식품,바닐라빈 250g,0.00,,,,,,,,,46.00,,46.00,18.00,18,0.00,0.17,0.14,10.50,긴급,0.00,0.00,38,100.00%,0.00,116.67%,즉시보충,0.00,여유
2026. 3. 20,21516,e. 가공식품,바닐라빈 50g,0.00,,,,,,,,,133.00,,133.00,67.00,67,0.00,0.00,0.00,50.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 20,21517,e. 가공식품,바닐라빈 25g,0.00,,,,,,,,,174.00,,174.00,20.00,20,0.00,0.00,0.00,67.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,10401,a. 이스트(제조),생이스트 500g,311.98,"1,321.00",520.00,,,,,,2.00,,,"1,634.98","4,537.25",4285.13,252.12,235.43,167.25,2600.93,긴급,144.93,"1,286.83",34,89.47%,1.87,140.76%,즉시보충,86.93,주의
2026. 3. 23,10402,a. 이스트(제조),생이스트 15kg,0.00,,,,,,,,,,,0.00,270.00,270,0.00,15.00,0.00,135.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,10405,a. 이스트(제조),생이스트 (냉동생지) 500g,5.00,15.00,15.00,,,,,,,,,20.00,51.00,51,0.00,2.67,2.14,24.00,긴급,0.95,25.00,26,68.42%,2.33,124.44%,여유재고,72.45,주의
2026. 3. 23,10714,a. 이스트(제조),제니코 인스턴트이스트 5kg,29.25,70.00,,,,,,,,,,99.25,5.00,5,0.00,0.00,0.00,2.50,정상,27.25,39.25,1,2.63%,0.00,0.00%,여유재고,0.00,여유
2026. 3. 23,26102,a. 이스트(제조),인스턴트이스트 4g (2000),0.00,,,,,,,,,,,0.00,0.00,0,0.00,0.00,0.00,0.00,긴급,0.00,0.00,38,100.00%,0.00,0.00%,점검필요,0.00,여유
2026. 3. 23,21323,a. 이스트,글로리팡 생이스트 500g,444.00,,,,,,,,,,,444.00,"1,262.10",1200.1,62.00,49.17,29.57,770.40,주의,39.00,737.90,19,50.00%,15.01,166.26%,보충임박,63.21,주의
2026. 3. 23,21347,a. 이스트,글로리팡 생이스트 벌크 20kg,240.00,,,,,,,,,,,240.00,280.00,280,0.00,20.00,17.14,320.00,주의,40.00,360.00,10,26.32%,14.00,116.67%,여유재고,43.83,여유
2026. 3. 23,21340,a. 이스트,레드스타 생이스트 500g,0.00,,,,,,,,,,,0.00,300.00,265,35.00,16.67,13.43,148.00,긴급,3.00,151.00,21,55.26%,0.00,124.11%,즉시보충,0.00,여유
2026. 3. 23,21343,a. 이스트,레드스타 생이스트 벌크 10kg,393.00,,,,,,,,,,,393.00,"1,669.00",1614,55.00,116.83,51.57,1105.00,주의,150.00,993.00,8,21.05%,7.62,226.55%,보충임박,78.74,주의
2026. 3. 23,21501,a. 이스트,냉동건조효모 (하이론댈) 골드라벨,"1,612.00",,,,,,,,46.00,,,"1,658.00","1,656.25",1577.25,79.00,91.25,65.71,1132.13,정상,208.75,"2,314.50",8,21.05%,24.53,138.86%,여유재고,47.91,여유
2026. 3. 23,21502,a. 이스트,냉동건조효모 (하이론댈),730.50,,,,,,,,,,,730.50,445.50,445.5,0.00,30.75,23.14,305.00,정상,61.50,796.00,4,10.53%,31.56,132.87%,여유재고,43.55,여유
2026. 3. 23,21301,a. 이스트,사프 인스턴트이스트 500g (R),391.35,"2,728.00",,,,,,,,,,"3,119.35",795.70,703.75,91.95,55.64,40.55,1273.38,긴급,44.35,857.35,31,81.58%,9.65,137.22%,여유재고,62.66,주의
2026. 3. 23,21302,a. 이스트,사프 인스턴트이스트 500g (G),"1,076.60",352.00,,704.00,,,,,,,,"2,132.60",419.30,413.3,6.00,19.05,13.19,941.75,정상,134.60,"1,312.60",11,28.95%,81.65,144.47%,여유재고,49.74,여유
2026. 3. 23,21303,a. 이스트,사프 인스턴트이스트 125g (R),164.17,671.00,,,,,,,,,,835.17,57.00,57,0.00,1.00,0.71,51.50,정상,26.17,170.17,1,2.63%,229.84,140.00%,여유재고,42.74,여유
2026. 3. 23,21305,a. 이스트,사프 인스턴트이스트 10kg (R),172.00,780.00,,,,,,,,,,952.00,295.00,245,50.00,25.00,21.43,130.00,정상,82.00,262.00,1,2.63%,8.03,116.67%,여유재고,41.76,여유
